tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
Google smentisce novitМК in arrivo RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},,No emotion toward brand or product
Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,,No emotion toward brand or product
My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,Positive emotion
Watch Someone 'Hack' Times Square TV Screens with an iPhone (via @mention {link} #SXSW #tech #amazing #winning,,No emotion toward brand or product
Maybe someone that gets the #ipad2 at #SXSW will hand me their old iPad instead of throwing it away,,Positive emotion
What do people think of the rumored &quot;social networking&quot; program from #Google called #Circles. Are they too late to the game? #SXSW,,No emotion toward brand or product
Google+Deep Eddy Sweet Tea vodka+ GSDM cool factor #SXSW (@mention GSD&amp;M w/ 120 others) {link},,Positive emotion
#SXSW. Peep the awesome product video - @mention can't compete with these games. - {link} - CC @mention  @mention,,I can't tell
Oh no utter @mention #sxsw fail. Can't see the letter of the ballroom in the iPhone app as it is too long and doesn't wrap /cc @mention,iPad or iPhone App,Negative emotion
"iPad2 owner already punched Android user. Sweet! Seriously, excited for this session. #platform #sxsw #gsdm",,No emotion toward brand or product
Time Warner Cable to roll iPad app with live TV on March 15 {link} #entry #friends #house #sxsw,,No emotion toward brand or product
"Life Hacker debuts Steampunk iPad: 37 ft reclaimed copper piping, one mini-maglight, and &quot;kinda thin&quot; etch-a-sketch interface. #sxsw",iPad,Positive emotion
New Twitter friend @mention about to take on Google's @mention &amp; Bing's @mention on (what else) SEO #qagb #sxsw,,No emotion toward brand or product
An engineer from Google Chrome just came up to correct some misstatements about the browser. Awesome! #payingwithdata #sxsw,Google,Positive emotion
Ever wonder how Google Maps captures those street views? #SXSW {link},,No emotion toward brand or product
Mega tether iPhone/Android party with @mention and @mention . #chargin2diffphonesatonce #dorkinout #sxsw,iPhone,Positive emotion
Brown Paper is coming down on the windows of the #SXSW PopUp Apple Store.  {link},,No emotion toward brand or product
Gamechanger like Wave and Buzz no doubt RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,Other Google product or service,Negative emotion
"Ha! Another mention for Apple Store: {link} - RT @mention Temporary #Apple store on 6th and Congress for #sxsw, along w...",,No emotion toward brand or product
It is never more apparent than at #sxsw how nice it would be if apple made stuff w/ removable batteries. #alwayshavingtoplugin #gsdm,Apple,Negative emotion
2 read l8er RT ‰ЫП@mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw‰Ыќ,Google,Positive emotion
RT to enter the contest and maybe win an iPad 2 from @mention #sxsw,iPad,Positive emotion
"Days closer to becoming an owner of an iPad 2. So so so so stoked.
Only thing getting me through finals and not being at #SXSW",iPad,Positive emotion
#SXSW Interactive Award: Music Category goes to &quot;Wilderness Downtown&quot;. Congrats shared with @mention @mention @mention #winning,,No emotion toward brand or product
"#SXSW Interactive: Google's Mobile Future, and the Elusive 'Power ofеКHere' {link} via @mention",,No emotion toward brand or product
"#SXSW Interactive: Google‰ЫЄs Mobile Future, and the Elusive ‰ЫчPower of Here' | @mention {link}",,No emotion toward brand or product
"I am desperate to charge my iPad as I lost my charger, does anyone know where I can connect to a charger? #SXSW thanks :)",,No emotion toward brand or product
Gary Vaynerchuck lМ_gger ner winelibrary.tv och slМ_pper i stМ_llet Iphone-appen Daily Grape. #thankyoueconomy #sxsw #swesxsw,,No emotion toward brand or product
Why is there a line waiting for temp Apple store to open at #sxsw? Did I miss a product launch?,,No emotion toward brand or product
"Sitting here at the #Flipboard panel, wishing I had my #iPad with me. Alas, my two year old has completely overtaken it. #SXSW #Flipboard",iPad,Positive emotion
Almost there! #SXSW #Austin #apple  {link},,No emotion toward brand or product
Day 3 -There's still a long line at Apple store in Austin. #apple #ipad2 #sxsw,,No emotion toward brand or product
"#iPad interface/controls should be at the top, mobile controls at the bottom. #tapworthy #sxsw",iPad,No emotion toward brand or product
Ahh. Wonderful news! RT @mention iPad 2 - is now available for online ordering. Go get urs. :-) #Sxsw,iPad,Positive emotion
We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,iPad,Positive emotion
I am suffering from iPad envy. #sxsw,iPad,Positive emotion
MyPOV: #verizon wins hands down for network.  Hard to use new services like #beluga with a crappy #att #iphone network #sxsw,,No emotion toward brand or product
Device overload here at #SXSW. Ratio of Apple devices to people nearing 3.,,No emotion toward brand or product
"#SXSW movers &amp; shakers, @mention is publishing a &quot;Poke the Box&quot; eBook. Get involved: {link} (RT @mention #in",,No emotion toward brand or product
iPhone users at #SXSW - any of you have your GPS stuck on? Is one of the new geo app updates doing it? FourSquare/gowalla?,iPhone,Negative emotion
What matters most: {link} It's all in the title!!! #touchingstories #iPad and/or #tablet #SXSW,,No emotion toward brand or product
Apple offers original iPad donation program {link} #entry #friends #house #sxsw,,Positive emotion
Apple Offers Up Free iTunes Sampler Ahead of #SXSW to feature new artists {link} via @mention #music,,No emotion toward brand or product
"More farmers use BlackBerry than iPhone, but iPad is catching on because of bigger screen. #mobilefarm #sxsw",iPad,Positive emotion
"Don't understand people who paid and travelled all the way to #sxsw would wait for hours to get ipad2, esp. when they already have an ipad.",,No emotion toward brand or product
Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,iPad,Positive emotion
Great interview to @mention on Bloomberg TV about #Ipad2 to kick off #SxSW.#apple {link},iPad,Positive emotion
Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link},,No emotion toward brand or product
Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,,No emotion toward brand or product
"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw",Google,Positive emotion
This is very cool. Potential of non-text applications on iPhone. Awesome. #sxsw,iPad or iPhone App,Positive emotion
Pair of very nice back to back talks this morning on interface design for iPad and the future of touch in general #sxsw ...,iPad,Positive emotion
I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.,Apple,Positive emotion
I hope everyone RSVP'd for the temporary downtown Austin Apple store for #SXSW.,,No emotion toward brand or product
#austinites #sxsw and check it out on #iphone {link},,No emotion toward brand or product
"Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",,Positive emotion
Apple takes bruises from panelists. Not well regarded in sustainability space.  Corporate Sustainability Reporting and Transparency.  #SXSW,Apple,Negative emotion
"At Mistakes I Made Building Netflix for the iPhone at SXSW.
{link} #SXSW #netflixiphone",,No emotion toward brand or product
Apple likes it if you pay them. That's what Apple likes. - Barry Diller #SXSW,Apple,Negative emotion
"Apple likes it when you pay them. As long as the gadget will be liked by many, this closed system will work. #pnid #sxsw",,No emotion toward brand or product
#SXSW makes me feel like a kid. A drunk kid with an iPhone.,,No emotion toward brand or product
The dailies on iPad are going to evolve...they're still impossible to download (20 MB and up downloads) #sxsw,,Negative emotion
iPad 2 goes on sale at 3 pm at #sxsw - I'm looking at you @mention ;) (32 gig no color preference) :),iPad,Positive emotion
"Mayer comes out sans intro, still gets cheers. #techrockstar Launches into Google's priority on location - Fast, Fun &amp; Future #sxsw",Google,Positive emotion
Free iTunes SXSW &quot;Featured Artists&quot; sampler: {link} #free #music #SXSW,Other Apple product or service,Positive emotion
"Apple saves SXSW, set to open pop-up store - CNET News {link} #sxsw",Apple,Positive emotion
"Apple saves SXSW, set to open pop-up store {link} #Apple #SXSW",Apple,Positive emotion
#ux  #uxdes talk is really about an exploration of the wild wild west of #iPad design. #sxsw,,No emotion toward brand or product
SXSW ladies with STDs: the iPad bot on twitter creator is the persistent guy who chased you all last night. #TakeOneForTheTeam #SXSW,,No emotion toward brand or product
"holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",iPad,Positive emotion
Hey foodies: if you're in Austin for SXSW download the new ARW iphone/android app and use it as a guide to dine while you're in town! #SXSW,,No emotion toward brand or product
SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night. #HopeYouDidntGiveHimNone #SXSW,,No emotion toward brand or product
google presentation by Mayer is a sales pitch #fail #sxsw,Google,Negative emotion
Google presentations during the #SXSW trade show - busy trade show but nice to be on the other side this time! :)  {link},,No emotion toward brand or product
Google presenting Hotpot. #SXSW #SXSWI (@mention Austin Convention Center w/ @mention {link},Other Google product or service,Positive emotion
Omgz. Makeshift #SXSW apple store is in a Golds Gym! {link},Apple,Positive emotion
Sooo... Design for iPads session is just an hour long ad for me to buy and iPad and apps? #amismarternow? #sxsw,,Negative emotion
"In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw",iPad,Negative emotion
"The Web Designer‰ЫЄs Guide to iOS (and Android) Apps, today @mention 10 a.m! {link} #sxsw",,No emotion toward brand or product
Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagb,,I can't tell
"Diller doesn't think Daily was ready for market, doesn't know why anyone would do iPad-only anything #sxsw #sxswi",,No emotion toward brand or product
That's awesome RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin {link} #SXSW,Apple,Positive emotion
